group,id,course,module,grade
7,325,Tribal Law and Customs,1,6.7
7,325,Tribal Law and Customs,1,9.8
7,325,Tribal Law and Customs,1,5.8
7,329,Animal Lore and Totemism,1,10.5
7,329,Animal Lore and Totemism,1,16.25
7,329,Animal Lore and Totemism,1,14.25
7,329,Animal Lore and Totemism,1,15
7,329,Animal Lore and Totemism,1,13
7,329,Animal Lore and Totemism,1,13.25
7,329,Animal Lore and Totemism,1,13.5
7,329,Astronomy and Celestial Navigation,3,12
7,329,Astronomy and Celestial Navigation,3,14
7,329,Astronomy and Celestial Navigation,3,11
7,329,Drumming and Music,2,13.5
7,329,Drumming and Music,2,18
7,329,Drumming and Music,2,12.5
7,329,Drumming and Music,2,6.5
7,329,Drumming and Music,2,13
7,329,Drumming and Music,2,12.5
7,329,Drumming and Music,2,9
7,329,Earth Magic and Fertility Rituals,1,14
7,329,Earth Magic and Fertility Rituals,1,11
7,329,Earth Magic and Fertility Rituals,1,9
7,329,Earth Magic and Fertility Rituals,1,9
7,329,Earth Magic and Fertility Rituals,1,9
7,329,Earth Magic and Fertility Rituals,1,10.5
7,329,Earth Magic and Fertility Rituals,1,12.5
7,329,Earth Magic and Fertility Rituals,1,9.5
7,329,Earth Magic and Fertility Rituals,1,10
7,329,Herbalism and Traditional Medicine,3,10
7,329,Herbalism and Traditional Medicine,3,12
7,329,Herbalism and Traditional Medicine,3,12
7,329,Herbalism and Traditional Medicine,3,10
7,329,Hunting and Gathering Skills,2,15
7,329,Hunting and Gathering Skills,2,11
7,329,Hunting and Gathering Skills,2,15
7,329,Hunting and Gathering Skills,2,9
7,329,Hunting and Gathering Skills,2,11
7,329,Hunting and Gathering Skills,2,15
7,329,Martial Arts and Self-Defense,1,9.5
7,329,Martial Arts and Self-Defense,1,10.5
7,329,Martial Arts and Self-Defense,1,10
7,329,Martial Arts and Self-Defense,1,9
7,329,Martial Arts and Self-Defense,1,11.5
7,329,Martial Arts and Self-Defense,1,10.5
7,329,Martial Arts and Self-Defense,1,10
7,329,Martial Arts and Self-Defense,1,9
7,329,Shamanism and Spirit Communication,3,12.5
7,329,Shamanism and Spirit Communication,3,12.5
7,329,Shamanism and Spirit Communication,3,14.5
7,329,Storytelling and Oral Tradition,3,16.1
7,329,Storytelling and Oral Tradition,3,10.6
7,329,Storytelling and Oral Tradition,3,9.8
7,329,Storytelling and Oral Tradition,3,13.2
7,329,Storytelling and Oral Tradition,3,18.2
7,329,Storytelling and Oral Tradition,3,9.1
7,329,Storytelling and Oral Tradition,3,11.1
7,329,Storytelling and Oral Tradition,3,9.3
7,329,Tribal Law and Customs,1,8
7,329,Tribal Law and Customs,1,5.6
7,329,Tribal Law and Customs,1,7.5
7,329,Tribal Law and Customs,1,6.9
7,329,Tribal Law and Customs,1,9.4
7,329,Tribal Law and Customs,1,8.1
7,331,Animal Lore and Totemism,1,10.5
7,331,Animal Lore and Totemism,1,10.25
7,331,Animal Lore and Totemism,1,15.25
7,331,Animal Lore and Totemism,1,19.5
7,331,Animal Lore and Totemism,1,17.25
7,331,Animal Lore and Totemism,1,10.75
7,331,Animal Lore and Totemism,1,15.75
7,331,Animal Lore and Totemism,1,13.5
7,331,Astronomy and Celestial Navigation,3,11.5
7,331,Astronomy and Celestial Navigation,3,13
7,331,Astronomy and Celestial Navigation,3,13
7,331,Drumming and Music,2,16
7,331,Drumming and Music,2,12
7,331,Drumming and Music,2,20
7,331,Drumming and Music,2,18.5
7,331,Drumming and Music,2,11.5
7,331,Drumming and Music,2,11
7,331,Drumming and Music,2,12
7,331,Earth Magic and Fertility Rituals,1,10.5
7,331,Earth Magic and Fertility Rituals,1,10
7,331,Earth Magic and Fertility Rituals,1,10.5
7,331,Earth Magic and Fertility Rituals,1,11.5
7,331,Earth Magic and Fertility Rituals,1,14
7,331,Earth Magic and Fertility Rituals,1,7.5
7,331,Earth Magic and Fertility Rituals,1,11
7,331,Earth Magic and Fertility Rituals,1,14
7,331,Earth Magic and Fertility Rituals,1,13
7,331,Herbalism and Traditional Medicine,3,13
7,331,Herbalism and Traditional Medicine,3,8
7,331,Herbalism and Traditional Medicine,3,13.5
7,331,Herbalism and Traditional Medicine,3,16
7,331,Hunting and Gathering Skills,2,9
7,331,Hunting and Gathering Skills,2,14
7,331,Hunting and Gathering Skills,2,10
7,331,Hunting and Gathering Skills,2,8
7,331,Hunting and Gathering Skills,2,11
7,331,Hunting and Gathering Skills,2,14
7,331,Martial Arts and Self-Defense,1,11
7,331,Martial Arts and Self-Defense,1,11
7,331,Martial Arts and Self-Defense,1,12
7,331,Martial Arts and Self-Defense,1,8.5
7,331,Martial Arts and Self-Defense,1,11.5
7,331,Martial Arts and Self-Defense,1,8.5
7,331,Martial Arts and Self-Defense,1,9
7,331,Shamanism and Spirit Communication,3,14
7,331,Shamanism and Spirit Communication,3,11
7,331,Shamanism and Spirit Communication,3,15
7,331,Storytelling and Oral Tradition,3,12.4
7,331,Storytelling and Oral Tradition,3,10.9
7,331,Storytelling and Oral Tradition,3,12.6
7,331,Storytelling and Oral Tradition,3,9.9
7,331,Storytelling and Oral Tradition,3,8.5
7,331,Storytelling and Oral Tradition,3,15.3
7,331,Storytelling and Oral Tradition,3,10.9
7,331,Storytelling and Oral Tradition,3,16.8
7,331,Storytelling and Oral Tradition,3,13.2
7,331,Tribal Law and Customs,1,9.8
7,331,Tribal Law and Customs,1,12.2
7,331,Tribal Law and Customs,1,11.1
7,331,Tribal Law and Customs,1,4.5
7,331,Tribal Law and Customs,1,10.4
7,331,Tribal Law and Customs,1,8.3
7,344,Animal Lore and Totemism,1,16
7,344,Animal Lore and Totemism,1,14.5
7,344,Animal Lore and Totemism,1,7.75
7,344,Animal Lore and Totemism,1,11
7,344,Animal Lore and Totemism,1,12.5
7,344,Animal Lore and Totemism,1,19
7,344,Animal Lore and Totemism,1,12
7,344,Animal Lore and Totemism,1,13.75
7,344,Astronomy and Celestial Navigation,3,10.5
7,344,Astronomy and Celestial Navigation,3,14.5
7,344,Astronomy and Celestial Navigation,3,11.5
7,344,Drumming and Music,2,13.5
7,344,Drumming and Music,2,14.5
7,344,Drumming and Music,2,16.5
7,344,Drumming and Music,2,11.5
7,344,Drumming and Music,2,13
7,344,Drumming and Music,2,20
7,344,Drumming and Music,2,15
7,344,Earth Magic and Fertility Rituals,1,13
7,344,Earth Magic and Fertility Rituals,1,11.5
7,344,Earth Magic and Fertility Rituals,1,9.5
7,344,Earth Magic and Fertility Rituals,1,9.5
7,344,Earth Magic and Fertility Rituals,1,9.5
7,344,Earth Magic and Fertility Rituals,1,10.5
7,344,Earth Magic and Fertility Rituals,1,11
7,344,Earth Magic and Fertility Rituals,1,9
7,344,Earth Magic and Fertility Rituals,1,12
7,344,Herbalism and Traditional Medicine,3,19
7,344,Herbalism and Traditional Medicine,3,16.5
7,344,Herbalism and Traditional Medicine,3,9.5
7,344,Herbalism and Traditional Medicine,3,9
7,344,Hunting and Gathering Skills,2,18
7,344,Hunting and Gathering Skills,2,14
7,344,Hunting and Gathering Skills,2,15
7,344,Hunting and Gathering Skills,2,11
7,344,Hunting and Gathering Skills,2,16
7,344,Martial Arts and Self-Defense,1,8
7,344,Martial Arts and Self-Defense,1,10
7,344,Martial Arts and Self-Defense,1,9.5
7,344,Martial Arts and Self-Defense,1,10.5
7,344,Martial Arts and Self-Defense,1,7.5
7,344,Martial Arts and Self-Defense,1,10.5
7,344,Martial Arts and Self-Defense,1,10
7,344,Shamanism and Spirit Communication,3,13
7,344,Shamanism and Spirit Communication,3,13
7,344,Shamanism and Spirit Communication,3,16
7,344,Storytelling and Oral Tradition,3,18.4
7,344,Storytelling and Oral Tradition,3,10.2
7,344,Storytelling and Oral Tradition,3,15.5
7,344,Storytelling and Oral Tradition,3,12.9
7,344,Storytelling and Oral Tradition,3,12.5
7,344,Storytelling and Oral Tradition,3,9.6
7,344,Storytelling and Oral Tradition,3,12.3
7,344,Storytelling and Oral Tradition,3,11.1
7,344,Tribal Law and Customs,1,7.1
7,344,Tribal Law and Customs,1,9.4
7,344,Tribal Law and Customs,1,9.8
7,344,Tribal Law and Customs,1,5.9
7,344,Tribal Law and Customs,1,8
7,344,Tribal Law and Customs,1,7.9
7,380,Animal Lore and Totemism,1,13.75
7,380,Animal Lore and Totemism,1,12
7,380,Animal Lore and Totemism,1,16
7,380,Animal Lore and Totemism,1,14.25
7,380,Animal Lore and Totemism,1,16.75
7,380,Animal Lore and Totemism,1,14.5
7,380,Animal Lore and Totemism,1,10.5
7,380,Animal Lore and Totemism,1,15.5
7,380,Astronomy and Celestial Navigation,3,14
7,380,Astronomy and Celestial Navigation,3,13.5
7,380,Astronomy and Celestial Navigation,3,11.5
7,380,Drumming and Music,2,16
7,380,Drumming and Music,2,19
7,380,Drumming and Music,2,13.5
7,380,Drumming and Music,2,13.5
7,380,Drumming and Music,2,14.5
7,380,Drumming and Music,2,12.5
7,380,Drumming and Music,2,12
7,380,Earth Magic and Fertility Rituals,1,9.5
7,380,Earth Magic and Fertility Rituals,1,11.5
7,380,Earth Magic and Fertility Rituals,1,9.5
7,380,Earth Magic and Fertility Rituals,1,12
7,380,Earth Magic and Fertility Rituals,1,7
7,380,Earth Magic and Fertility Rituals,1,8.5
7,380,Earth Magic and Fertility Rituals,1,13
7,380,Earth Magic and Fertility Rituals,1,9.5
7,380,Herbalism and Traditional Medicine,3,10.5
7,380,Herbalism and Traditional Medicine,3,11.5
7,380,Herbalism and Traditional Medicine,3,13.5
7,380,Herbalism and Traditional Medicine,3,9.5
7,380,Hunting and Gathering Skills,2,9
7,380,Hunting and Gathering Skills,2,7
7,380,Hunting and Gathering Skills,2,11
7,380,Hunting and Gathering Skills,2,11
7,380,Hunting and Gathering Skills,2,17
7,380,Hunting and Gathering Skills,2,14
7,380,Martial Arts and Self-Defense,1,9.5
7,380,Martial Arts and Self-Defense,1,10.5
7,380,Martial Arts and Self-Defense,1,10.5
7,380,Martial Arts and Self-Defense,1,11.5
7,380,Martial Arts and Self-Defense,1,7
7,380,Martial Arts and Self-Defense,1,8
7,380,Martial Arts and Self-Defense,1,7.5
7,380,Martial Arts and Self-Defense,1,9
7,380,Shamanism and Spirit Communication,3,14
7,380,Shamanism and Spirit Communication,3,12.5
7,380,Shamanism and Spirit Communication,3,13.5
7,380,Storytelling and Oral Tradition,3,13.6
7,380,Storytelling and Oral Tradition,3,10.2
7,380,Storytelling and Oral Tradition,3,9.8
7,380,Storytelling and Oral Tradition,3,13.4
7,380,Storytelling and Oral Tradition,3,12
7,380,Storytelling and Oral Tradition,3,12.3
7,380,Storytelling and Oral Tradition,3,11
7,380,Storytelling and Oral Tradition,3,9.6
7,380,Storytelling and Oral Tradition,3,13.9
7,380,Tribal Law and Customs,1,9.3
7,380,Tribal Law and Customs,1,11.4
7,380,Tribal Law and Customs,1,10.9
7,380,Tribal Law and Customs,1,8.1
7,380,Tribal Law and Customs,1,9.4
7,380,Tribal Law and Customs,1,7.7
7,406,Animal Lore and Totemism,1,13.25
7,406,Animal Lore and Totemism,1,11
7,406,Animal Lore and Totemism,1,14.75
7,406,Animal Lore and Totemism,1,20
7,406,Animal Lore and Totemism,1,14.25
7,406,Animal Lore and Totemism,1,12.25
7,406,Animal Lore and Totemism,1,9.75
7,406,Animal Lore and Totemism,1,13.25
7,406,Astronomy and Celestial Navigation,3,12.5
7,406,Astronomy and Celestial Navigation,3,13.5
7,406,Astronomy and Celestial Navigation,3,11.5
7,406,Drumming and Music,2,12
7,406,Drumming and Music,2,10.5
7,406,Drumming and Music,2,13.5
7,406,Drumming and Music,2,11.5
7,406,Drumming and Music,2,20
7,406,Drumming and Music,2,17
7,406,Drumming and Music,2,11
7,406,Earth Magic and Fertility Rituals,1,9
7,406,Earth Magic and Fertility Rituals,1,12.5
7,406,Earth Magic and Fertility Rituals,1,11
7,406,Earth Magic and Fertility Rituals,1,10.5
7,406,Earth Magic and Fertility Rituals,1,13
7,406,Earth Magic and Fertility Rituals,1,11
7,406,Earth Magic and Fertility Rituals,1,12
7,406,Earth Magic and Fertility Rituals,1,12.5
7,406,Earth Magic and Fertility Rituals,1,11.5
7,406,Herbalism and Traditional Medicine,3,9
7,406,Herbalism and Traditional Medicine,3,11
7,406,Herbalism and Traditional Medicine,3,16.5
7,406,Herbalism and Traditional Medicine,3,14
7,406,Hunting and Gathering Skills,2,6
7,406,Hunting and Gathering Skills,2,4
7,406,Hunting and Gathering Skills,2,11
7,406,Hunting and Gathering Skills,2,10
7,406,Hunting and Gathering Skills,2,8
7,406,Hunting and Gathering Skills,2,10
7,406,Martial Arts and Self-Defense,1,9
7,406,Martial Arts and Self-Defense,1,11.5
7,406,Martial Arts and Self-Defense,1,11
7,406,Martial Arts and Self-Defense,1,9.5
7,406,Martial Arts and Self-Defense,1,10.5
7,406,Martial Arts and Self-Defense,1,10.5
7,406,Martial Arts and Self-Defense,1,9
7,406,Shamanism and Spirit Communication,3,13.5
7,406,Shamanism and Spirit Communication,3,13
7,406,Shamanism and Spirit Communication,3,12
7,406,Storytelling and Oral Tradition,3,11.5
7,406,Storytelling and Oral Tradition,3,13.2
7,406,Storytelling and Oral Tradition,3,17.6
7,406,Storytelling and Oral Tradition,3,11.9
7,406,Storytelling and Oral Tradition,3,12.7
7,406,Storytelling and Oral Tradition,3,12.5
7,406,Storytelling and Oral Tradition,3,12.9
7,406,Storytelling and Oral Tradition,3,12.6
7,406,Storytelling and Oral Tradition,3,11.1
7,406,Tribal Law and Customs,1,8.5
7,406,Tribal Law and Customs,1,12.7
7,406,Tribal Law and Customs,1,8.1
7,406,Tribal Law and Customs,1,4.7
7,406,Tribal Law and Customs,1,5.2
7,406,Tribal Law and Customs,1,10.6
7,429,Animal Lore and Totemism,1,12
7,429,Animal Lore and Totemism,1,13.75
7,429,Animal Lore and Totemism,1,15.5
7,429,Animal Lore and Totemism,1,16.25
7,429,Animal Lore and Totemism,1,15.75
7,429,Animal Lore and Totemism,1,18
7,429,Animal Lore and Totemism,1,15.75
7,429,Animal Lore and Totemism,1,16
7,429,Astronomy and Celestial Navigation,3,13
7,429,Astronomy and Celestial Navigation,3,10
7,429,Astronomy and Celestial Navigation,3,10.5
7,429,Drumming and Music,2,12.5
7,429,Drumming and Music,2,14
7,429,Drumming and Music,2,12.5
7,429,Drumming and Music,2,10.5
7,429,Drumming and Music,2,11.5
7,429,Drumming and Music,2,20
7,429,Drumming and Music,2,11
7,429,Earth Magic and Fertility Rituals,1,10.5
7,429,Earth Magic and Fertility Rituals,1,9
7,429,Earth Magic and Fertility Rituals,1,11
7,429,Earth Magic and Fertility Rituals,1,8.5
7,429,Earth Magic and Fertility Rituals,1,10
7,429,Earth Magic and Fertility Rituals,1,12
7,429,Earth Magic and Fertility Rituals,1,9
7,429,Earth Magic and Fertility Rituals,1,10.5
7,429,Earth Magic and Fertility Rituals,1,7
7,429,Herbalism and Traditional Medicine,3,15.5
7,429,Herbalism and Traditional Medicine,3,8.5
7,429,Herbalism and Traditional Medicine,3,10
7,429,Hunting and Gathering Skills,2,11
7,429,Hunting and Gathering Skills,2,15
7,429,Hunting and Gathering Skills,2,11
7,429,Hunting and Gathering Skills,2,6
7,429,Hunting and Gathering Skills,2,7
7,429,Hunting and Gathering Skills,2,8
7,429,Martial Arts and Self-Defense,1,11
7,429,Martial Arts and Self-Defense,1,10.5
7,429,Martial Arts and Self-Defense,1,9
7,429,Martial Arts and Self-Defense,1,11.5
7,429,Martial Arts and Self-Defense,1,9
7,429,Martial Arts and Self-Defense,1,8.5
7,429,Martial Arts and Self-Defense,1,8
7,429,Martial Arts and Self-Defense,1,10.5
7,429,Shamanism and Spirit Communication,3,12
7,429,Shamanism and Spirit Communication,3,12.5
7,429,Shamanism and Spirit Communication,3,12.5
7,429,Storytelling and Oral Tradition,3,8.9
7,429,Storytelling and Oral Tradition,3,7.3
7,429,Storytelling and Oral Tradition,3,13.1
7,429,Storytelling and Oral Tradition,3,9.7
7,429,Storytelling and Oral Tradition,3,7.2
7,429,Storytelling and Oral Tradition,3,11.4
7,429,Storytelling and Oral Tradition,3,8.4
7,429,Storytelling and Oral Tradition,3,11.5
7,429,Storytelling and Oral Tradition,3,12.9
7,429,Tribal Law and Customs,1,9.5
7,429,Tribal Law and Customs,1,9.5
7,429,Tribal Law and Customs,1,10.3
7,429,Tribal Law and Customs,1,12.9
7,429,Tribal Law and Customs,1,9
7,429,Tribal Law and Customs,1,4.1
7,431,Animal Lore and Totemism,1,18
7,431,Animal Lore and Totemism,1,10.25
7,431,Animal Lore and Totemism,1,15.75
7,431,Animal Lore and Totemism,1,14.5
7,431,Animal Lore and Totemism,1,14.25
7,431,Animal Lore and Totemism,1,19.75
7,431,Animal Lore and Totemism,1,14.25
7,431,Animal Lore and Totemism,1,17
7,431,Astronomy and Celestial Navigation,3,10
7,431,Astronomy and Celestial Navigation,3,12
7,431,Astronomy and Celestial Navigation,3,13.5
7,431,Drumming and Music,2,8.5
7,431,Drumming and Music,2,2
7,431,Drumming and Music,2,10
7,431,Drumming and Music,2,14.5
7,431,Drumming and Music,2,11
7,431,Drumming and Music,2,14.5
7,431,Earth Magic and Fertility Rituals,1,8.5
7,431,Earth Magic and Fertility Rituals,1,10.5
7,431,Earth Magic and Fertility Rituals,1,9
7,431,Earth Magic and Fertility Rituals,1,9.5
7,431,Earth Magic and Fertility Rituals,1,10.5
7,431,Earth Magic and Fertility Rituals,1,7.5
7,431,Earth Magic and Fertility Rituals,1,12.5
7,431,Earth Magic and Fertility Rituals,1,11.5
7,431,Earth Magic and Fertility Rituals,1,11.5
7,431,Herbalism and Traditional Medicine,3,9.5
7,431,Herbalism and Traditional Medicine,3,12
7,431,Herbalism and Traditional Medicine,3,11
7,431,Herbalism and Traditional Medicine,3,14
7,431,Hunting and Gathering Skills,2,9
7,431,Hunting and Gathering Skills,2,7
7,431,Hunting and Gathering Skills,2,5
7,431,Hunting and Gathering Skills,2,8
7,431,Martial Arts and Self-Defense,1,8
7,431,Martial Arts and Self-Defense,1,9.5
7,431,Martial Arts and Self-Defense,1,8
7,431,Martial Arts and Self-Defense,1,8
7,431,Martial Arts and Self-Defense,1,8.5
7,431,Martial Arts and Self-Defense,1,9.5
7,431,Martial Arts and Self-Defense,1,9.5
7,431,Martial Arts and Self-Defense,1,10
7,431,Shamanism and Spirit Communication,3,13
7,431,Shamanism and Spirit Communication,3,10.5
7,431,Shamanism and Spirit Communication,3,12.5
7,431,Storytelling and Oral Tradition,3,10.7
7,431,Storytelling and Oral Tradition,3,4.6
7,431,Storytelling and Oral Tradition,3,11.2
7,431,Storytelling and Oral Tradition,3,9.6
7,431,Storytelling and Oral Tradition,3,12.8
7,431,Storytelling and Oral Tradition,3,10.7
7,431,Storytelling and Oral Tradition,3,10.5
7,431,Storytelling and Oral Tradition,3,10
7,431,Tribal Law and Customs,1,11.7
7,431,Tribal Law and Customs,1,6.2
7,431,Tribal Law and Customs,1,12.9
7,431,Tribal Law and Customs,1,4.7
7,431,Tribal Law and Customs,1,9.2
7,431,Tribal Law and Customs,1,13
7,473,Animal Lore and Totemism,1,17
7,473,Animal Lore and Totemism,1,17.25
7,473,Animal Lore and Totemism,1,13.75
7,473,Animal Lore and Totemism,1,16
7,473,Animal Lore and Totemism,1,16.75
7,473,Animal Lore and Totemism,1,16
7,473,Animal Lore and Totemism,1,17.25
7,473,Animal Lore and Totemism,1,17.75
7,473,Astronomy and Celestial Navigation,3,12.5
7,473,Astronomy and Celestial Navigation,3,14.5
7,473,Astronomy and Celestial Navigation,3,12
7,473,Drumming and Music,2,15
7,473,Drumming and Music,2,15
7,473,Drumming and Music,2,11
7,473,Drumming and Music,2,15.5
7,473,Drumming and Music,2,12.5
7,473,Drumming and Music,2,15
7,473,Drumming and Music,2,11.5
7,473,Earth Magic and Fertility Rituals,1,7.5
7,473,Earth Magic and Fertility Rituals,1,11
7,473,Earth Magic and Fertility Rituals,1,9
7,473,Earth Magic and Fertility Rituals,1,9.5
7,473,Earth Magic and Fertility Rituals,1,7.5
7,473,Earth Magic and Fertility Rituals,1,11
7,473,Earth Magic and Fertility Rituals,1,13
7,473,Earth Magic and Fertility Rituals,1,9
7,473,Earth Magic and Fertility Rituals,1,11.5
7,473,Herbalism and Traditional Medicine,3,17
7,473,Herbalism and Traditional Medicine,3,12
7,473,Herbalism and Traditional Medicine,3,12
7,473,Herbalism and Traditional Medicine,3,13.5
7,473,Hunting and Gathering Skills,2,16
7,473,Hunting and Gathering Skills,2,8
7,473,Hunting and Gathering Skills,2,8
7,473,Hunting and Gathering Skills,2,15
7,473,Hunting and Gathering Skills,2,12
7,473,Hunting and Gathering Skills,2,7
7,473,Martial Arts and Self-Defense,1,8
7,473,Martial Arts and Self-Defense,1,10
7,473,Martial Arts and Self-Defense,1,11
7,473,Martial Arts and Self-Defense,1,10.5
7,473,Martial Arts and Self-Defense,1,8.5
7,473,Martial Arts and Self-Defense,1,10
7,473,Martial Arts and Self-Defense,1,9.5
7,473,Shamanism and Spirit Communication,3,12.5
7,473,Shamanism and Spirit Communication,3,12.5
7,473,Storytelling and Oral Tradition,3,8.6
7,473,Storytelling and Oral Tradition,3,10.1
7,473,Storytelling and Oral Tradition,3,10.1
7,473,Storytelling and Oral Tradition,3,11.6
7,473,Storytelling and Oral Tradition,3,12.3
7,473,Storytelling and Oral Tradition,3,14.5
7,473,Storytelling and Oral Tradition,3,10.1
7,473,Storytelling and Oral Tradition,3,10.7
7,473,Storytelling and Oral Tradition,3,11.5
7,473,Tribal Law and Customs,1,10.4
7,473,Tribal Law and Customs,1,11.3
7,473,Tribal Law and Customs,1,7.3
7,473,Tribal Law and Customs,1,9
7,494,Animal Lore and Totemism,1,11
7,494,Animal Lore and Totemism,1,16.5
7,494,Animal Lore and Totemism,1,15.5
7,494,Animal Lore and Totemism,1,15.75
7,494,Animal Lore and Totemism,1,12.25
7,494,Animal Lore and Totemism,1,15
7,494,Animal Lore and Totemism,1,10.5
7,494,Animal Lore and Totemism,1,14.25
7,494,Astronomy and Celestial Navigation,3,10
7,494,Astronomy and Celestial Navigation,3,11.5
7,494,Astronomy and Celestial Navigation,3,10.5
7,494,Drumming and Music,2,15
7,494,Drumming and Music,2,10.5
7,494,Drumming and Music,2,5.5
7,494,Drumming and Music,2,13
7,494,Drumming and Music,2,11
7,494,Drumming and Music,2,13.5
7,494,Drumming and Music,2,14.5
7,494,Earth Magic and Fertility Rituals,1,10
7,494,Earth Magic and Fertility Rituals,1,13
7,494,Earth Magic and Fertility Rituals,1,11.5
7,494,Earth Magic and Fertility Rituals,1,11
7,494,Earth Magic and Fertility Rituals,1,8
7,494,Earth Magic and Fertility Rituals,1,11
7,494,Earth Magic and Fertility Rituals,1,10
7,494,Earth Magic and Fertility Rituals,1,9
7,494,Earth Magic and Fertility Rituals,1,11
7,494,Herbalism and Traditional Medicine,3,10.5
7,494,Herbalism and Traditional Medicine,3,12.5
7,494,Herbalism and Traditional Medicine,3,12
7,494,Herbalism and Traditional Medicine,3,15.5
7,494,Hunting and Gathering Skills,2,9
7,494,Hunting and Gathering Skills,2,12
7,494,Hunting and Gathering Skills,2,16
7,494,Hunting and Gathering Skills,2,11
7,494,Hunting and Gathering Skills,2,4
7,494,Martial Arts and Self-Defense,1,9
7,494,Martial Arts and Self-Defense,1,9.5
7,494,Martial Arts and Self-Defense,1,8.5
7,494,Martial Arts and Self-Defense,1,10
7,494,Martial Arts and Self-Defense,1,10.5
7,494,Martial Arts and Self-Defense,1,7
7,494,Martial Arts and Self-Defense,1,12
7,494,Martial Arts and Self-Defense,1,6.5
7,494,Shamanism and Spirit Communication,3,13.5
7,494,Shamanism and Spirit Communication,3,15
7,494,Shamanism and Spirit Communication,3,12
7,494,Storytelling and Oral Tradition,3,11.5
7,494,Storytelling and Oral Tradition,3,9.6
7,494,Storytelling and Oral Tradition,3,16.6
7,494,Storytelling and Oral Tradition,3,14.2
7,494,Storytelling and Oral Tradition,3,10.4
7,494,Storytelling and Oral Tradition,3,11.1
7,494,Storytelling and Oral Tradition,3,15.7
7,494,Storytelling and Oral Tradition,3,8.1
7,494,Tribal Law and Customs,1,9.5
7,494,Tribal Law and Customs,1,7.9
7,494,Tribal Law and Customs,1,5.6
7,494,Tribal Law and Customs,1,6
7,494,Tribal Law and Customs,1,9.1
7,494,Tribal Law and Customs,1,7.6
7,502,Animal Lore and Totemism,1,16.5
7,502,Animal Lore and Totemism,1,12
7,502,Animal Lore and Totemism,1,15.5
7,502,Animal Lore and Totemism,1,15.75
7,502,Animal Lore and Totemism,1,14.5
7,502,Animal Lore and Totemism,1,14
7,502,Astronomy and Celestial Navigation,3,13
7,502,Astronomy and Celestial Navigation,3,14.5
7,502,Astronomy and Celestial Navigation,3,12
7,502,Drumming and Music,2,14
7,502,Drumming and Music,2,15.5
7,502,Drumming and Music,2,16.5
7,502,Drumming and Music,2,17
7,502,Drumming and Music,2,12
7,502,Drumming and Music,2,8.5
7,502,Earth Magic and Fertility Rituals,1,9
7,502,Earth Magic and Fertility Rituals,1,11.5
7,502,Earth Magic and Fertility Rituals,1,9
7,502,Earth Magic and Fertility Rituals,1,8
7,502,Earth Magic and Fertility Rituals,1,12.5
7,502,Earth Magic and Fertility Rituals,1,10.5
7,502,Earth Magic and Fertility Rituals,1,11.5
7,502,Earth Magic and Fertility Rituals,1,11.5
7,502,Earth Magic and Fertility Rituals,1,9
7,502,Herbalism and Traditional Medicine,3,10
7,502,Herbalism and Traditional Medicine,3,15.5
7,502,Herbalism and Traditional Medicine,3,18
7,502,Herbalism and Traditional Medicine,3,9.5
7,502,Hunting and Gathering Skills,2,7
7,502,Hunting and Gathering Skills,2,9
7,502,Hunting and Gathering Skills,2,10
7,502,Hunting and Gathering Skills,2,10
7,502,Hunting and Gathering Skills,2,13
7,502,Hunting and Gathering Skills,2,3
7,502,Martial Arts and Self-Defense,1,11
7,502,Martial Arts and Self-Defense,1,10.5
7,502,Martial Arts and Self-Defense,1,7.5
7,502,Martial Arts and Self-Defense,1,10.5
7,502,Martial Arts and Self-Defense,1,8.5
7,502,Martial Arts and Self-Defense,1,8
7,502,Martial Arts and Self-Defense,1,10
7,502,Martial Arts and Self-Defense,1,8.5
7,502,Shamanism and Spirit Communication,3,11.5
7,502,Shamanism and Spirit Communication,3,11
7,502,Shamanism and Spirit Communication,3,14
7,502,Storytelling and Oral Tradition,3,7.5
7,502,Storytelling and Oral Tradition,3,13.7
7,502,Storytelling and Oral Tradition,3,10.3
7,502,Storytelling and Oral Tradition,3,10.8
7,502,Storytelling and Oral Tradition,3,13.1
7,502,Storytelling and Oral Tradition,3,12
7,502,Storytelling and Oral Tradition,3,15
7,502,Storytelling and Oral Tradition,3,12.8
7,502,Tribal Law and Customs,1,10.7
7,502,Tribal Law and Customs,1,7.8
7,502,Tribal Law and Customs,1,9.1
7,502,Tribal Law and Customs,1,8.6
7,502,Tribal Law and Customs,1,10.1
7,502,Tribal Law and Customs,1,9.5
7,524,Animal Lore and Totemism,1,20
7,524,Animal Lore and Totemism,1,15.75
7,524,Animal Lore and Totemism,1,14.5
7,524,Animal Lore and Totemism,1,11.5
7,524,Animal Lore and Totemism,1,6.75
7,524,Animal Lore and Totemism,1,9
7,524,Animal Lore and Totemism,1,12
7,524,Animal Lore and Totemism,1,16.5
7,524,Astronomy and Celestial Navigation,3,10.5
7,524,Astronomy and Celestial Navigation,3,15.5
7,524,Astronomy and Celestial Navigation,3,11.5
7,524,Drumming and Music,2,10.5
7,524,Drumming and Music,2,13
7,524,Drumming and Music,2,6
7,524,Drumming and Music,2,14
7,524,Drumming and Music,2,14
7,524,Drumming and Music,2,12.5
7,524,Drumming and Music,2,11.5
7,524,Earth Magic and Fertility Rituals,1,10
7,524,Earth Magic and Fertility Rituals,1,9.5
